CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2023-24,2024,1,0-4 yr,Overall,Overall,Overall,35.0,7.2,,,2023-24,13,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,2,0-4 yr,Overall,Overall,Overall,41.0,5.8,,,2023-24,14,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,3,0-4 yr,Overall,Overall,Overall,45.0,4.6,,,2023-24,15,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,4,0-4 yr,Overall,Overall,Overall,50.0,4.6,,,2023-24,16,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,5,0-4 yr,Overall,Overall,Overall,53.0,2.9,,,2023-24,17,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,6,0-4 yr,Overall,Overall,Overall,58.0,4.6,,,2023-24,18,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,7,0-4 yr,Overall,Overall,Overall,61.0,3.8,,,2023-24,19,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,8,0-4 yr,Overall,Overall,Overall,65.0,3.2,,,2023-24,20,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,9,0-4 yr,Overall,Overall,Overall,69.0,4.4,,,2023-24,21,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,10,0-4 yr,Overall,Overall,Overall,72.0,3.0,,,2023-24,22,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,11,0-4 yr,Overall,Overall,Overall,74.0,2.5,,,2023-24,23,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,12,0-4 yr,Overall,Overall,Overall,76.0,1.9,,,2023-24,24,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,13,0-4 yr,Overall,Overall,Overall,78.0,1.2,,,2023-24,25,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,14,0-4 yr,Overall,Overall,Overall,79.0,1.6,,,2023-24,26,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,15,0-4 yr,Overall,Overall,Overall,81.0,1.6,,,2023-24,27,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,16,0-4 yr,Overall,Overall,Overall,82.0,1.1,,,2023-24,28,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,17,0-4 yr,Overall,Overall,Overall,83.0,1.1,,,2023-24,29,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,18,0-4 yr,Overall,Overall,Overall,84.0,0.6,,,2023-24,30,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,19,0-4 yr,Overall,Overall,Overall,84.0,0.5,,,2023-24,31,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,20,0-4 yr,Overall,Overall,Overall,85.0,0.6,,,2023-24,32,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,21,0-4 yr,Overall,Overall,Overall,85.0,0.1,,,2023-24,33,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,22,0-4 yr,Overall,Overall,Overall,85.0,0.1,,,2023-24,34,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,23,0-4 yr,Overall,Overall,Overall,85.0,0.3,,,2023-24,35,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,24,0-4 yr,Overall,Overall,Overall,85.0,0.1,,,2023-24,36,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,25,0-4 yr,Overall,Overall,Overall,85.0,0.2,,,2023-24,37,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,26,0-4 yr,Overall,Overall,Overall,86.0,0.2,,,2023-24,38,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,27,0-4 yr,Overall,Overall,Overall,86.0,0.2,,,2023-24,39,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,28,0-4 yr,Overall,Overall,Overall,86.0,0.1,,,2023-24,40,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,29,0-4 yr,Overall,Overall,Overall,86.0,0.0,,,2023-24,41,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,30,0-4 yr,Overall,Overall,Overall,86.0,0.2,,,2023-24,42,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,31,0-4 yr,Overall,Overall,Overall,86.0,0.0,,,2023-24,43,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,32,0-4 yr,Overall,Overall,Overall,86.0,0.1,,,2023-24,44,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,33,0-4 yr,Overall,Overall,Overall,86.0,0.1,,,2023-24,45,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,34,0-4 yr,Overall,Overall,Overall,86.0,0.0,,,2023-24,46,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,35,0-4 yr,Overall,Overall,Overall,86.0,0.2,,,2023-24,47,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,36,0-4 yr,Overall,Overall,Overall,87.0,0.2,,,2023-24,48,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,37,0-4 yr,Overall,Overall,Overall,87.0,0.0,,,2023-24,49,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,38,0-4 yr,Overall,Overall,Overall,87.0,0.2,,,2023-24,50,2023-24 / 0-4 yr
Entire Network,FluSurv-NET,2023-24,2024,39,0-4 yr,Overall,Overall,Overall,87.0,0.1,,,2023-24,51,2023-24 / 0-4 yr
