CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2023-24,2023,52,>= 65 yr,Overall,Overall,Overall,77.0,25.2,,,2023-24,12,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,1,>= 65 yr,Overall,Overall,Overall,96.0,19.3,,,2023-24,13,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,2,>= 65 yr,Overall,Overall,Overall,111.0,14.7,,,2023-24,14,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,3,>= 65 yr,Overall,Overall,Overall,123.0,12.0,,,2023-24,15,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,4,>= 65 yr,Overall,Overall,Overall,133.0,10.2,,,2023-24,16,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,5,>= 65 yr,Overall,Overall,Overall,143.0,9.6,,,2023-24,17,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,6,>= 65 yr,Overall,Overall,Overall,152.0,9.4,,,2023-24,18,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,7,>= 65 yr,Overall,Overall,Overall,161.0,9.0,,,2023-24,19,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,8,>= 65 yr,Overall,Overall,Overall,170.0,9.2,,,2023-24,20,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,9,>= 65 yr,Overall,Overall,Overall,180.0,9.4,,,2023-24,21,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,10,>= 65 yr,Overall,Overall,Overall,187.0,7.2,,,2023-24,22,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,11,>= 65 yr,Overall,Overall,Overall,193.0,6.1,,,2023-24,23,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,12,>= 65 yr,Overall,Overall,Overall,198.0,4.8,,,2023-24,24,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,13,>= 65 yr,Overall,Overall,Overall,203.0,5.0,,,2023-24,25,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,14,>= 65 yr,Overall,Overall,Overall,207.0,4.4,,,2023-24,26,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,15,>= 65 yr,Overall,Overall,Overall,211.0,3.6,,,2023-24,27,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,16,>= 65 yr,Overall,Overall,Overall,213.0,2.7,,,2023-24,28,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,17,>= 65 yr,Overall,Overall,Overall,215.0,2.0,,,2023-24,29,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,18,>= 65 yr,Overall,Overall,Overall,217.0,1.5,,,2023-24,30,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,19,>= 65 yr,Overall,Overall,Overall,218.0,1.3,,,2023-24,31,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,20,>= 65 yr,Overall,Overall,Overall,219.0,0.8,,,2023-24,32,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,21,>= 65 yr,Overall,Overall,Overall,220.0,0.9,,,2023-24,33,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,22,>= 65 yr,Overall,Overall,Overall,221.0,0.9,,,2023-24,34,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,23,>= 65 yr,Overall,Overall,Overall,221.0,0.5,,,2023-24,35,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,24,>= 65 yr,Overall,Overall,Overall,222.0,0.5,,,2023-24,36,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,25,>= 65 yr,Overall,Overall,Overall,223.0,0.8,,,2023-24,37,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,26,>= 65 yr,Overall,Overall,Overall,223.0,0.4,,,2023-24,38,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,27,>= 65 yr,Overall,Overall,Overall,224.0,0.5,,,2023-24,39,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,28,>= 65 yr,Overall,Overall,Overall,224.0,0.6,,,2023-24,40,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,29,>= 65 yr,Overall,Overall,Overall,225.0,0.4,,,2023-24,41,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,30,>= 65 yr,Overall,Overall,Overall,225.0,0.2,,,2023-24,42,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,31,>= 65 yr,Overall,Overall,Overall,225.0,0.2,,,2023-24,43,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,32,>= 65 yr,Overall,Overall,Overall,225.0,0.4,,,2023-24,44,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,33,>= 65 yr,Overall,Overall,Overall,226.0,0.3,,,2023-24,45,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,34,>= 65 yr,Overall,Overall,Overall,226.0,0.2,,,2023-24,46,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,35,>= 65 yr,Overall,Overall,Overall,226.0,0.3,,,2023-24,47,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,36,>= 65 yr,Overall,Overall,Overall,227.0,0.3,,,2023-24,48,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,37,>= 65 yr,Overall,Overall,Overall,227.0,0.3,,,2023-24,49,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,38,>= 65 yr,Overall,Overall,Overall,227.0,0.4,,,2023-24,50,2023-24 / >= 65 yr
Entire Network,FluSurv-NET,2023-24,2024,39,>= 65 yr,Overall,Overall,Overall,228.0,0.4,,,2023-24,51,2023-24 / >= 65 yr
