CATCHMENT,NETWORK,YEAR,YEAR.1,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE,season,t,series_name
Entire Network,FluSurv-NET,2023-24,2024,2,Overall,Overall,Overall,Overall,42.0,5.4,,,2023-24,14,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,3,Overall,Overall,Overall,Overall,46.0,4.2,,,2023-24,15,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,4,Overall,Overall,Overall,Overall,50.0,3.9,,,2023-24,16,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,5,Overall,Overall,Overall,Overall,53.0,3.5,,,2023-24,17,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,6,Overall,Overall,Overall,Overall,57.0,3.5,,,2023-24,18,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,7,Overall,Overall,Overall,Overall,60.0,3.3,,,2023-24,19,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,8,Overall,Overall,Overall,Overall,63.0,3.3,,,2023-24,20,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,9,Overall,Overall,Overall,Overall,67.0,3.3,,,2023-24,21,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,10,Overall,Overall,Overall,Overall,69.0,2.7,,,2023-24,22,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,11,Overall,Overall,Overall,Overall,72.0,2.1,,,2023-24,23,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,12,Overall,Overall,Overall,Overall,73.0,1.9,,,2023-24,24,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,13,Overall,Overall,Overall,Overall,75.0,1.7,,,2023-24,25,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,14,Overall,Overall,Overall,Overall,77.0,1.7,,,2023-24,26,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,15,Overall,Overall,Overall,Overall,78.0,1.3,,,2023-24,27,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,16,Overall,Overall,Overall,Overall,79.0,0.9,,,2023-24,28,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,17,Overall,Overall,Overall,Overall,80.0,0.7,,,2023-24,29,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,18,Overall,Overall,Overall,Overall,80.0,0.5,,,2023-24,30,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,19,Overall,Overall,Overall,Overall,80.0,0.4,,,2023-24,31,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,20,Overall,Overall,Overall,Overall,81.0,0.3,,,2023-24,32,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,21,Overall,Overall,Overall,Overall,81.0,0.3,,,2023-24,33,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,22,Overall,Overall,Overall,Overall,81.0,0.3,,,2023-24,34,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,23,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,35,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,24,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,36,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,25,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,37,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,26,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,38,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,27,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,39,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,28,Overall,Overall,Overall,Overall,82.0,0.2,,,2023-24,40,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,29,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,41,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,30,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,42,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,31,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,43,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,32,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,44,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,33,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,45,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,34,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,46,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,35,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,47,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,36,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,48,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,37,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,49,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,38,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,50,2023-24 / Overall
Entire Network,FluSurv-NET,2023-24,2024,39,Overall,Overall,Overall,Overall,83.0,0.1,,,2023-24,51,2023-24 / Overall
